YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2015,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,299,299,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),,30,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2012,2016,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,5,5,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-109.42442064499971 47.06652897200047),,30,CAN,CAN9_1,AVGANNNMBR,RACE,HIS,,,,
2013,2017,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,320,320,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),,30,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2014,2018,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,154,154,,,,,Gender,Female,,,,,POINT (-109.42442064499971 47.06652897200047),,30,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,NC,North Carolina,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,1037,1037,,,,,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2008,2012,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,160,160,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2010,2014,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_1,AVGANNNMBR,RACE,BLK,,,,
2012,2016,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,84,84,,,,,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2012,2016,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,180,180,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2013,2017,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,306,306,,,,,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2010,2014,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,362,362,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR,,,,
2015,2019,NV,Nevada,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,341,341,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),,32,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2009,2013,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,1693,1693,,,,,Gender,Female,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2009,2013,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,2223,2223,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,1761,1761,,,,,Gender,Female,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2011,2015,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,2342,2342,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2012,2016,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,2367,2367,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2013,2017,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,2434,2434,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2014,2018,NY,New York,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,2439,2439,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2013,2017,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,12,12,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-97.52107021399968 35.47203135600046),,40,CAN,CAN9_1,AVGANNNMBR,RACE,HIS,,,,
2014,2018,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,969,969,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR,,,,
2015,2019,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,834,834,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),,40,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2013,2017,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,"per 100,000",Average Annual Age-adjusted Rate,33,33,,,31.9,34.1,Gender,Male,,,,,POINT (-120.15503132599969 44.56744942400047),,41,CAN,CAN9_1,AVGANNAGEADJRATE,GENDER,GENM,,,,
2014,2018,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,"per 100,000",Average Annual Age-adjusted Rate,26.4,26.4,,,25.7,27.1,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,CAN,CAN9_1,AVGANNAGEADJRATE,OVERALL,OVR,,,,
2015,2019,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,1244,1244,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),,41,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2008,2012,PA,Pennsylvania,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,2866,2866,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),,42,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2009,2013,PA,Pennsylvania,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,17,17,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),,42,CAN,CAN9_1,AVGANNNMBR,RACE,HIS,,,,
2010,2014,PA,Pennsylvania,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,"per 100,000",Average Annual Age-adjusted Rate,28.9,28.9,,,28.4,29.5,Gender,Male,,,,,POINT (-77.86070029399963 40.79373015200048),,42,CAN,CAN9_1,AVGANNAGEADJRATE,GENDER,GENM,,,,
2009,2013,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,124,124,,,,,Gender,Female,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,164,164,,,,,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,"per 100,000",Average Annual Crude Rate,33.2,33.2,,,31,35.5,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNCRDRATE,GENDER,GENM,,,,
2012,2016,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,309,309,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR,,,,
2013,2017,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,180,180,,,,,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2014,2018,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,180,180,,,,,Gender,Male,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,301,301,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR,,,,
2008,2012,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,81,81,,,,,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2009,2013,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,190,190,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2010,2014,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,114,114,,,,,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2013,2017,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,106,106,,,,,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,TX,Texas,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,3270,3270,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR,,,,
2012,2016,TX,Texas,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,1315,1315,,,,,Gender,Female,,,,,POINT (-99.42677020599967 31.827240407000488),,48,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF,,,,
2014,2018,TX,Texas,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,3706,3706,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR,,,,
2012,2016,US,United States,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,73382,73382,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,,,59,CAN,CAN9_1,AVGANNNMBR,RACE,WHT,,,,
2015,2019,US,United States,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,259,259,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,,,59,CAN,CAN9_1,AVGANNNMBR,RACE,APIO,,,,
2011,2015,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,889,889,,,,,Gender,Male,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2012,2016,WI,Wisconsin,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,941,941,,,,,Gender,Male,,,,,POINT (-89.81637074199966 44.39319117400049),,55,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,CO,Colorado,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,159,159,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,8,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2014,2018,CO,Colorado,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Age-adjusted Rate,0.5,0.5,,,0.3,0.8,Race/Ethnicity,Hispanic,,,,,POINT (-106.13361092099967 38.843840757000464),,8,CAN,CAN9_2,AVGANNAGEADJRATE,RACE,HIS,,,,
2009,2013,CT,Connecticut,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,104,104,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),,9,CAN,CAN9_2,AVGANNNMBR,RACE,WHT,,,,
2010,2014,CT,Connecticut,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,44,44,,,,,Gender,Female,,,,,POINT (-72.64984095199964 41.56266102000046),,9,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2011,2015,CT,Connecticut,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,102,102,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2012,2016,CT,Connecticut,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,36,36,,,,,Gender,Female,,,,,POINT (-72.64984095199964 41.56266102000046),,9,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2013,2017,CT,Connecticut,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,1.8,1.8,,,1.6,2.1,Gender,Female,,,,,POINT (-72.64984095199964 41.56266102000046),,9,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENF,,,,
2014,2018,CT,Connecticut,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,1.8,1.8,,,1.5,2.1,Gender,Female,,,,,POINT (-72.64984095199964 41.56266102000046),,9,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENF,,,,
2008,2012,DC,District of Columbia,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-77.036871 38.907192),,11,CAN,CAN9_2,AVGANNNMBR,RACE,HIS,,,,
2012,2016,DC,District of Columbia,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,0.8,0.8,,,0.5,1.2,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CAN,CAN9_2,AVGANNCRDRATE,OVERALL,OVR,,,,
2013,2017,DC,District of Columbia,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-77.036871 38.907192),,11,CAN,CAN9_2,AVGANNNMBR,RACE,HIS,,,,
2014,2018,DC,District of Columbia,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-77.036871 38.907192),,11,CAN,CAN9_2,AVGANNNMBR,RACE,HIS,,,,
2009,2013,FL,Florida,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,36,36,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN9_2,AVGANNNMBR,RACE,HIS,,,,
2010,2014,FL,Florida,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,5.4,5.4,,,5.2,5.6,Gender,Male,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENM,,,,
2010,2014,GA,Georgia,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,77,77,,,,,Gender,Female,,,,,POINT (-83.62758034599966 32.83968109300048),,13,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2008,2012,HI,Hawaii,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Age-adjusted Rate,1.5,1.5,,,1.2,1.8,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),,15,CAN,CAN9_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,
2009,2013,HI,Hawaii,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,18,18,,,,,Gender,Male,,,,,POINT (-157.85774940299973 21.304850435000446),,15,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,IA,Iowa,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,105,105,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2015,2019,IA,Iowa,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,100,100,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2009,2013,IL,Illinois,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,3.5,3.5,,,3.3,3.7,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENM,,,,
2010,2014,IL,Illinois,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,125,125,,,,,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2011,2015,IL,Illinois,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,220,220,,,,,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2012,2016,IL,Illinois,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,2.6,2.6,,,2.5,2.8,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN9_2,AVGANNCRDRATE,OVERALL,OVR,,,,
2013,2017,IL,Illinois,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,330,330,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2014,2018,IL,Illinois,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,1.8,1.8,,,1.6,1.9,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENF,,,,
2012,2016,LA,Louisiana,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,65,65,,,,,Gender,Male,,,,,POINT (-92.44568007099969 31.31266064400046),,22,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2014,2018,LA,Louisiana,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,58,58,,,,,Gender,Male,,,,,POINT (-92.44568007099969 31.31266064400046),,22,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,MD,Maryland,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,140,140,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,CAN,CAN9_2,AVGANNNMBR,RACE,WHT,,,,
2014,2018,MD,Maryland,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,46,46,,,,,Gender,Female,,,,,POINT (-76.60926011099963 39.29058096400047),,24,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,ME,Maine,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,37,37,,,,,Gender,Male,,,,,POINT (-68.98503133599962 45.254228894000505),,23,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2011,2015,MI,Michigan,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,187,187,,,,,Gender,Male,,,,,POINT (-84.71439026999968 44.6613195430005),,26,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2010,2014,MN,Minnesota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,152,152,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),,27,CAN,CAN9_2,AVGANNNMBR,RACE,WHT,,,,
2012,2016,MN,Minnesota,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,3.3,3.3,,,3.1,3.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),,27,CAN,CAN9_2,AVGANNCRDRATE,RACE,WHT,,,,
2010,2014,ND,North Dakota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,18,18,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2011,2015,ND,North Dakota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,6,6,,,,,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2012,2016,ND,North Dakota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,13,13,,,,,Gender,Male,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2013,2017,ND,North Dakota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,14,14,,,,,Gender,Male,,,,,POINT (-100.11842104899966 47.47531977900047),,38,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2012,2016,NJ,New Jersey,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,154,154,,,,,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2008,2012,NM,New Mexico,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,20,20,,,,,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2010,2014,NV,Nevada,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,3,3,,,2.7,3.3,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,CAN,CAN9_2,AVGANNCRDRATE,OVERALL,OVR,,,,
2013,2017,NV,Nevada,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,78,78,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),,32,CAN,CAN9_2,AVGANNNMBR,RACE,WHT,,,,
2009,2013,NY,New York,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,2.5,2.5,,,2.4,2.6,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,CAN,CAN9_2,AVGANNCRDRATE,OVERALL,OVR,,,,
2011,2015,OH,Ohio,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,4,4,,,3.9,4.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),,39,CAN,CAN9_2,AVGANNCRDRATE,RACE,WHT,,,,
2012,2016,OH,Ohio,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,250,250,,,,,Gender,Male,,,,,POINT (-82.40426005599966 40.06021014100048),,39,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2013,2017,OK,Oklahoma,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,121,121,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2012,2016,OR,Oregon,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,85,85,,,,,Gender,Male,,,,,POINT (-120.15503132599969 44.56744942400047),,41,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2015,2019,OR,Oregon,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,123,123,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2010,2014,RI,Rhode Island,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,34,34,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2011,2015,SC,South Carolina,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,95,95,,,,,Gender,Male,,,,,POINT (-81.04537120699968 33.998821303000454),,45,CAN,CAN9_2,AVGANNNMBR,GENDER,GENM,,,,
2009,2013,SD,South Dakota,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,2.2,2.2,,,1.6,2.9,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENF,,,,
2009,2013,SD,South Dakota,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,20,20,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,CAN,CAN9_2,AVGANNNMBR,RACE,WHT,,,,
2013,2017,TN,Tennessee,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,224,224,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,CAN,CAN9_2,AVGANNNMBR,OVERALL,OVR,,,,
2011,2015,US,United States,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,3151,3151,,,,,Gender,Female,,,,,,,59,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF,,,,
2014,2018,US,United States,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Age-adjusted Rate,1.4,1.4,,,1.4,1.4,Gender,Female,,,,,,,59,CAN,CAN9_2,AVGANNAGEADJRATE,GENDER,GENF,,,,
2015,2019,US,United States,Death Certificate,Cancer,"Melanoma, mortality",,"per 100,000",Average Annual Crude Rate,1.7,1.7,,,1.7,1.8,Gender,Female,,,,,,,59,CAN,CAN9_2,AVGANNCRDRATE,GENDER,GENF,,,,
