RowId+30:30AA141:261:42AA141:261:54AA141:261:661:26,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
BRFSS~2021~2021~48~Q45~TOC13~AGE~RACE,2021,2021,TX,Texas,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-99.42677020599967 31.827240407000488),C01,TOC13,Q45,,48,AGE,5064,RACE,NAA,,,
BRFSS~2021~2021~9001~Q19~TSC04~AGE~RACE,2021,2021,NRE,Northeast,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,72.2,72.2,&,Regional estimates may not represent all states in the region,42.5,90.1,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,,C03,TSC04,Q19,,9001,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2019~2019~10~Q43~TOC11~AGE~RACE,2019,2019,DE,Delaware,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.57774116799965 39.008830667000495),C01,TOC11,Q43,,10,AGE,65PLUS,RACE,ASN,,,
BRFSS~2020~2020~9002~Q30~TCC01~AGE~RACE,2020,2020,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,9.6,9.6,&,Regional estimates may not represent all states in the region,3.1,26.2,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,,C06,TCC01,Q30,,9002,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2015~2015~9002~Q31~TCC02~AGE~GENDER,2015,2015,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,25.4,25.4,&,Regional estimates may not represent all states in the region,20.5,30.9,,Age Group,65 years or older,Gender,Male,,,,C06,TCC02,Q31,,9002,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2021~2021~28~Q16~TNC03~AGE~RACE,2021,2021,MS,Mississippi,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-89.53803082499968 32.745510099000455),C02,TNC03,Q16,,28,AGE,5064,RACE,HIS,,,
BRFSS~2021~2021~72~Q46~TOC10~AGE~GENDER,2021,2021,PR,Puerto Rico,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,54.7,54.7,,,50.2,59.1,,Age Group,Overall,Gender,Male,,,POINT (-66.590149 18.220833),C01,TOC10,Q46,,72,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2017~2017~13~Q33~TOC08~AGE~RACE,2017,2017,GA,Georgia,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-83.62758034599966 32.83968109300048),C01,TOC08,Q33,,13,AGE,5064,RACE,ASN,,,
BRFSS~2016~2016~66~Q03~TMC01~AGE~RACE,2016,2016,GU,Guam,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (144.793731 13.444304),C05,TMC01,Q03,,66,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2020~2020~19~Q27~TMC03~AGE~OVERALL,2020,2020,IA,Iowa,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,10.7,10.7,,,9.4,12.1,,Age Group,65 years or older,,,,,POINT (-93.81649055599968 42.46940091300047),C05,TMC03,Q27,,19,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2017~2017~20~Q08~TOC01~AGE~RACE,2017,2017,KS,Kansas,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.6,4.6,,,4.4,4.8,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-98.20078122699965 38.34774030000045),C01,TOC01,Q08,,20,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2021~2021~34~Q45~TOC13~AGE~GENDER,2021,2021,NJ,New Jersey,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,27.6,27.6,,,22.4,33.5,,Age Group,65 years or older,Gender,Male,,,POINT (-74.27369128799967 40.13057004800049),C01,TOC13,Q45,,34,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2015~2015~12~Q40~TGC05~AGE~OVERALL,2015,2015,FL,Florida,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,8.2,8.2,,,4.8,13.4,,Age Group,50-64 years,,,,,POINT (-81.92896053899966 28.932040377000476),C07,TGC05,Q40,,12,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2021~2021~45~Q40~TGC05~AGE~OVERALL,2021,2021,SC,South Carolina,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,24.9,24.9,**,Estimate is not comparable to those generated using data from years prior to 2019 due to survey question changes,20.3,30,,Age Group,50-64 years,,,,,POINT (-81.04537120699968 33.998821303000454),C07,TGC05,Q40,,45,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2020~2020~47~Q35~TOC03~AGE~GENDER,2020,2020,TN,Tennessee,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7.5,7.5,,,6.2,8.9,,Age Group,50-64 years,Gender,Female,,,POINT (-85.77449091399967 35.68094058000048),C01,TOC03,Q35,,47,AGE,5064,GENDER,FEMALE,,,
BRFSS~2015~2015~38~Q43~TOC11~AGE~RACE,2015,2015,ND,North Dakota,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,62.1,62.1,,,48.7,73.9,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-100.11842104899966 47.47531977900047),C01,TOC11,Q43,,38,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2019~2019~9002~Q31~TCC02~AGE~OVERALL,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,34.3,34.3,&,Regional estimates may not represent all states in the region,31.8,36.9,,Age Group,Overall,,,,,,C06,TCC02,Q31,,9002,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2020~2020~35~Q12~TSC01~AGE~RACE,2020,2020,NM,New Mexico,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,73.1,73.1,,,66.4,78.9,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-106.24058098499967 34.52088095200048),C03,TSC01,Q12,,35,AGE,65PLUS,RACE,HIS,,,
BRFSS~2018~2018~37~Q07~TOC05~AGE~RACE,2018,2018,NC,North Carolina,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-79.15925046299964 35.466220975000454),C01,TOC05,Q07,,37,AGE,65PLUS,RACE,HIS,,,
BRFSS~2018~2018~11~Q17~TAC01~AGE~GENDER,2018,2018,DC,District of Columbia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,16.4,16.4,,,12.9,20.7,,Age Group,65 years or older,Gender,Male,,,POINT (-77.036871 38.907192),C04,TAC01,Q17,,11,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2016~2021~46~Q42~TCC04~AGE~OVERALL,2016,2021,SD,South Dakota,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,36,36,,,27.3,45.7,,Age Group,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),C06,TCC04,Q42,,46,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2015~2015~17~Q45~TOC13~AGE~RACE,2015,2015,IL,Illinois,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,26.9,26.9,,,21.9,32.5,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-88.99771017799969 40.48501028300046),C01,TOC13,Q45,,17,AGE,5064,RACE,WHT,,,
BRFSS~2016~2021~9002~Q30~TCC01~AGE~RACE,2016,2021,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,9.4,9.4,,,8.8,10.2,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,,C06,TCC01,Q30,,9002,AGE,5064,RACE,WHT,,,
BRFSS~2020~2020~47~Q11~TSC11~AGE~RACE,2020,2020,TN,Tennessee,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-85.77449091399967 35.68094058000048),C03,TSC11,Q11,,47,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2021~2021~47~Q08~TOC01~AGE~RACE,2021,2021,TN,Tennessee,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-85.77449091399967 35.68094058000048),C01,TOC01,Q08,,47,AGE,5064,RACE,HIS,,,
BRFSS~2021~2021~19~Q21~TAC03~AGE~RACE,2021,2021,IA,Iowa,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-93.81649055599968 42.46940091300047),C04,TAC03,Q21,,19,AGE,65PLUS,RACE,ASN,,,
BRFSS~2017~2017~18~Q46~TOC10~AGE~RACE,2017,2017,IN,Indiana,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,36.4,36.4,,,28,45.7,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.14996019399968 39.766910452000445),C01,TOC10,Q46,,18,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2017~2017~66~Q16~TNC03~AGE~RACE,2017,2017,GU,Guam,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (144.793731 13.444304),C02,TNC03,Q16,,66,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2016~2021~9002~Q30~TCC01~AGE~RACE,2016,2021,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,,C06,TCC01,Q30,,9002,AGE,65PLUS,RACE,ASN,,,
BRFSS~2020~2020~50~Q11~TSC11~AGE~RACE,2020,2020,VT,Vermont,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,39.3,39.3,,,36.5,42.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-72.51764079099962 43.62538123900049),C03,TSC11,Q11,,50,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2015~2015~66~Q22~TSC07~AGE~GENDER,2015,2015,GU,Guam,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,52.3,52.3,,,44.4,60,,Age Group,Overall,Gender,Female,,,POINT (144.793731 13.444304),C03,TSC07,Q22,,66,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2020~2020~25~Q16~TNC03~AGE~RACE,2020,2020,MA,Massachusetts,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,15,15,,,13,17.2,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-72.08269067499964 42.27687047000046),C02,TNC03,Q16,,25,AGE,5064,RACE,WHT,,,
BRFSS~2016~2016~23~Q08~TOC01~AGE~RACE,2016,2016,ME,Maine,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-68.98503133599962 45.254228894000505),C01,TOC01,Q08,,23,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2018~2018~13~Q08~TOC01~AGE~RACE,2018,2018,GA,Georgia,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,6.8,6.8,,,5.6,8,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-83.62758034599966 32.83968109300048),C01,TOC01,Q08,,13,AGE,65PLUS,RACE,BLK,,,
BRFSS~2019~2019~27~Q45~TOC13~AGE~RACE,2019,2019,MN,Minnesota,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,24.7,24.7,,,22.9,26.6,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-94.79420050299967 46.35564873600049),C01,TOC13,Q45,,27,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2021~2021~11~Q08~TOC01~AGE~OVERALL,2021,2021,DC,District of Columbia,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,3.5,3.5,,,2.8,4.1,,Age Group,65 years or older,,,,,POINT (-77.036871 38.907192),C01,TOC01,Q08,,11,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2017~2017~24~Q36~TGC01~AGE~OVERALL,2017,2017,MD,Maryland,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,22.4,22.4,,,19.2,25.9,,Age Group,65 years or older,,,,,POINT (-76.60926011099963 39.29058096400047),C07,TGC01,Q36,,24,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2015~2015~15~Q31~TCC02~AGE~RACE,2015,2015,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,,15,AGE,65PLUS,RACE,BLK,,,
BRFSS~2021~2021~55~Q35~TOC03~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,11.4,11.4,,,6.4,16.4,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-89.81637074199966 44.39319117400049),C01,TOC03,Q35,,55,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2020~2020~17~Q33~TOC08~AGE~GENDER,2020,2020,IL,Illinois,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,85.3,85.3,,,79.6,89.6,,Age Group,50-64 years,Gender,Male,,,POINT (-88.99771017799969 40.48501028300046),C01,TOC08,Q33,,17,AGE,5064,GENDER,MALE,,,
BRFSS~2021~2021~66~Q16~TNC03~AGE~GENDER,2021,2021,GU,Guam,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Gender,Male,,,POINT (144.793731 13.444304),C02,TNC03,Q16,,66,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2017~2017~05~Q44~TOC12~AGE~OVERALL,2017,2017,AR,Arkansas,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,25.5,25.5,,,22.1,29.2,,Age Group,65 years or older,,,,,POINT (-92.27449074299966 34.74865012400045),C01,TOC12,Q44,,5,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2017~2017~9002~Q40~TGC05~AGE~RACE,2017,2017,MDW,Midwest,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,1.6,1.6,&,Regional estimates may not represent all states in the region,0.3,8.9,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,,C07,TGC05,Q40,,9002,AGE,65PLUS,RACE,BLK,,,
BRFSS~2016~2016~24~Q34~TOC09~AGE~OVERALL,2016,2016,MD,Maryland,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,73.7,73.7,,,72.1,75.2,,Age Group,65 years or older,,,,,POINT (-76.60926011099963 39.29058096400047),C01,TOC09,Q34,,24,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2020~2020~25~Q16~TNC03~AGE~RACE,2020,2020,MA,Massachusetts,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,52.9,52.9,,,37.3,68.1,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-72.08269067499964 42.27687047000046),C02,TNC03,Q16,,25,AGE,65PLUS,RACE,HIS,,,
BRFSS~2018~2018~24~Q35~TOC03~AGE~OVERALL,2018,2018,MD,Maryland,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,5.7,5.7,,,5.3,6.2,,Age Group,50-64 years,,,,,POINT (-76.60926011099963 39.29058096400047),C01,TOC03,Q35,,24,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2020~2020~21~Q10~TSC10~AGE~RACE,2020,2020,KY,Kentucky,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-84.77497104799966 37.645970271000465),C03,TSC10,Q10,,21,AGE,65PLUS,RACE,BLK,,,
BRFSS~2021~2021~08~Q21~TAC03~AGE~RACE,2021,2021,CO,Colorado,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-106.13361092099967 38.843840757000464),C04,TAC03,Q21,,8,AGE,5064,RACE,NAA,,,
BRFSS~2015~2015~9002~Q42~TCC04~AGE~RACE,2015,2015,MDW,Midwest,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,25.5,25.5,&,Regional estimates may not represent all states in the region,7,60.7,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,,C06,TCC04,Q42,,9002,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2018~2018~18~Q19~TSC04~AGE~RACE,2018,2018,IN,Indiana,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,70.2,70.2,,,60.2,78.6,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.14996019399968 39.766910452000445),C03,TSC04,Q19,,18,AGE,5064,RACE,BLK,,,
BRFSS~2015~2015~19~Q17~TAC01~AGE~RACE,2015,2015,IA,Iowa,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-93.81649055599968 42.46940091300047),C04,TAC01,Q17,,19,AGE,65PLUS,RACE,BLK,,,
BRFSS~2020~2020~9003~Q08~TOC01~AGE~RACE,2020,2020,SOU,South,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,8.2,8.2,,,6.5,9.9,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,,C01,TOC01,Q08,,9003,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2016~2021~45~Q40~TGC05~AGE~GENDER,2016,2021,SC,South Carolina,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,19.5,19.5,**,Estimate is not comparable to those generated using data from years prior to 2019 due to survey question changes,14.3,25.9,,Age Group,65 years or older,Gender,Male,,,POINT (-81.04537120699968 33.998821303000454),C07,TGC05,Q40,,45,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2021~2021~01~Q03~TMC01~AGE~RACE,2021,2021,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,9.1,9.1,,,5.2,15.4,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076199969 32.84057112200048),C05,TMC01,Q03,,1,AGE,65PLUS,RACE,BLK,,,
BRFSS~2021~2021~9002~Q30~TCC01~AGE~RACE,2021,2021,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,18,18,&,Regional estimates may not represent all states in the region,12,26.2,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,,C06,TCC01,Q30,,9002,AGE,65PLUS,RACE,BLK,,,
BRFSS~2018~2018~04~Q18~TSC08~AGE~GENDER,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,40,40,,,36.9,43.2,,Age Group,Overall,Gender,Male,,,POINT (-111.76381127699972 34.865970280000454),C03,TSC08,Q18,,4,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2017~2017~20~Q33~TOC08~AGE~RACE,2017,2017,KS,Kansas,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,65.4,65.4,,,55.2,74.3,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-98.20078122699965 38.34774030000045),C01,TOC08,Q33,,20,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2021~2021~01~Q08~TOC01~AGE~GENDER,2021,2021,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,5,5,,,4,6,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076199969 32.84057112200048),C01,TOC01,Q08,,1,AGE,5064,GENDER,MALE,,,
BRFSS~2019~2019~24~Q46~TOC10~AGE~RACE,2019,2019,MD,Maryland,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,33.2,33.2,,,30.7,35.8,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-76.60926011099963 39.29058096400047),C01,TOC10,Q46,,24,AGE,AGE_OVERALL,RACE,BLK,,,
